utc,time,nav_type,latitude,longitude,altitude,speed,heading,ehpe,evpe,hdop,signal_strength_4th
1345840116,Fri Aug 24 21:28:36 2012,0x0204,45.5408972,-122.7348253,231.2,1.007399894,303,9.44,1.79,5,25
1345840117,Fri Aug 24 21:28:37 2012,0x0204,45.5409164,-122.7348525,231.2,1.008205814,298.5,9.44,1.79,5,27
1345840118,Fri Aug 24 21:28:38 2012,0x0204,45.540942,-122.7348893,230.72,1.009012378,328.5,9.44,1.71,5,27
1345840119,Fri Aug 24 21:28:39 2012,0x0204,45.5409644,-122.7349293,230.72,1.009819588,310.5,9.44,1.71,5,30
1345840120,Fri Aug 24 21:28:40 2012,0x0204,45.5409852,-122.7349677,230.4,1.010627444,324,9.44,1.71,5,28
1345840121,Fri Aug 24 21:28:41 2012,0x0204,45.5410156,-122.7349949,230.08,1.011435946,319.5,9.44,1.71,5,28
1345840122,Fri Aug 24 21:28:42 2012,0x0204,45.541046,-122.7350237,229.44,1.012245095,337.5,10.4,1.71,5,28
1345840123,Fri Aug 24 21:28:43 2012,0x0204,45.5410844,-122.7350557,228.96,1.013054891,331.5,10.92,1.71,5,30
1345840124,Fri Aug 24 21:28:44 2012,0x0204,45.5411228,-122.7350877,228.64,1.013865335,324,12.04,1.71,5,30
1345840125,Fri Aug 24 21:28:45 2012,0x0204,45.5411516,-122.7351213,228.16,1.014676427,327,11.47,1.71,5,27
1345840126,Fri Aug 24 21:28:46 2012,0x0204,45.5411804,-122.7351533,227.84,1.015488168,313.5,10.92,1.71,5,30
1345840127,Fri Aug 24 21:28:47 2012,0x0204,45.5412044,-122.7351885,227.52,1.016300559,319.5,10.92,1.71,5,30
1345840128,Fri Aug 24 21:28:48 2012,0x0204,45.5412092,-122.7352173,227.36,1.017113599,339,10.4,1.71,5,30
1345840129,Fri Aug 24 21:28:49 2012,0x0204,45.5412092,-122.7352301,227.2,1.01792729,277.5,9.91,1.71,5,30
1345840130,Fri Aug 24 21:28:50 2012,0x0204,45.5411932,-122.7352477,226.88,1.018741632,225,10.4,1.71,5,30
1345840131,Fri Aug 24 21:28:51 2012,0x0204,45.5411756,-122.7352621,226.4,1.019556625,208.5,10.92,1.71,5,30
1345840132,Fri Aug 24 21:28:52 2012,0x0204,45.5411564,-122.7352845,226.08,1.02037227,222,10.4,1.71,5,28
1345840133,Fri Aug 24 21:28:53 2012,0x0204,45.541134,-122.7353117,225.76,1.021188568,216,10.4,1.71,5,30
1345840134,Fri Aug 24 21:28:54 2012,0x0204,45.5411116,-122.7353405,225.76,1.022005519,229.5,8.99,1.71,5,28
1345840135,Fri Aug 24 21:28:55 2012,0x0204,45.5410892,-122.7353821,225.6,1.022823123,235.5,8.99,1.71,5,30
1345840136,Fri Aug 24 21:28:56 2012,0x0204,45.5410636,-122.7354221,225.6,1.023641382,229.5,8.99,1.71,5,30
1345840137,Fri Aug 24 21:28:57 2012,0x0204,45.5410428,-122.7354509,225.76,1.024460295,223.5,8.99,1.71,5,30
1345840138,Fri Aug 24 21:28:58 2012,0x0204,45.541022,-122.7354717,225.6,1.025279863,216,8.99,1.71,5,30
1345840139,Fri Aug 24 21:28:59 2012,0x0204,45.5410012,-122.7354845,225.6,1.026100087,207,9.91,1.71,5,30
1345840140,Fri Aug 24 21:29:00 2012,0x0204,45.5409724,-122.7354989,225.44,1.026920967,196.5,10.4,1.71,5,27
1345840141,Fri Aug 24 21:29:01 2012,0x0204,45.5409372,-122.7355165,225.44,1.027742504,199.5,10.4,1.71,5,27
1345840142,Fri Aug 24 21:29:02 2012,0x0204,45.5409068,-122.7355293,225.6,1.028564698,196.5,10.4,1.71,5,27
1345840143,Fri Aug 24 21:29:03 2012,0x0204,45.5408748,-122.7355389,225.92,1.02938755,195,9.44,1.71,5,28
1345840144,Fri Aug 24 21:29:04 2012,0x0204,45.5408396,-122.7355597,226.08,1.03021106,202.5,8.99,1.71,5,27
1345840145,Fri Aug 24 21:29:05 2012,0x0204,45.5408092,-122.7355853,226.08,1.031035229,210,9.44,1.71,5,28
1345840146,Fri Aug 24 21:29:06 2012,0x0204,45.5407788,-122.7356125,226.08,1.031860057,211.5,8.56,1.71,5,30
1345840147,Fri Aug 24 21:29:07 2012,0x0204,45.5407548,-122.7356477,226.4,1.032685545,234,8.99,1.71,5,30
1345840148,Fri Aug 24 21:29:08 2012,0x0204,45.540734,-122.7356957,226.56,1.033511693,244.5,9.44,1.71,5,30
1345840149,Fri Aug 24 21:29:09 2012,0x0204,45.540718,-122.7357565,226.24,1.034338503,262.5,9.44,1.71,5,27
1345840150,Fri Aug 24 21:29:10 2012,0x0204,45.54071,-122.7358077,226.08,1.035165973,247.5,9.44,1.62,5,27
1345840151,Fri Aug 24 21:29:11 2012,0x0204,45.5407004,-122.7358541,225.92,1.035994106,247.5,9.44,1.62,5,27
1345840152,Fri Aug 24 21:29:12 2012,0x0204,45.5406972,-122.7358925,226.08,1.036822901,255,9.44,1.62,5,27
1345840153,Fri Aug 24 21:29:13 2012,0x0204,45.5406844,-122.7359373,225.92,1.03765236,247.5,8.99,1.62,5,27
1345840154,Fri Aug 24 21:29:14 2012,0x0204,45.5406748,-122.7359853,225.76,1.038482482,250.5,9.44,1.62,5,27
1345840155,Fri Aug 24 21:29:15 2012,0x0204,45.5406604,-122.7360349,225.12,1.039313268,252,8.56,1.62,5,30
1345840156,Fri Aug 24 21:29:16 2012,0x0204,45.540646,-122.7360861,224.64,1.040144718,247.5,8.56,1.62,5,33
1345840157,Fri Aug 24 21:29:17 2012,0x0204,45.5406332,-122.7361309,224.48,1.040976834,244.5,9.44,1.62,5,33
1345840158,Fri Aug 24 21:29:18 2012,0x0204,45.540614,-122.7361741,224.32,1.041809616,235.5,9.44,1.62,5,33
1345840159,Fri Aug 24 21:29:19 2012,0x0204,45.5405932,-122.7362173,224.32,1.042643063,235.5,9.44,1.62,5,30
1345840160,Fri Aug 24 21:29:20 2012,0x0204,45.5405788,-122.7362525,224.16,1.043477178,247.5,9.91,1.62,5,30
1345840161,Fri Aug 24 21:29:21 2012,0x0204,45.5405612,-122.7363005,224.16,1.044311959,247.5,11.47,1.62,5,28
1345840162,Fri Aug 24 21:29:22 2012,0x0204,45.540542,-122.7363485,224,1.045147409,238.5,8.99,1.62,5,30
1345840163,Fri Aug 24 21:29:23 2012,0x0204,45.5405228,-122.7363933,224.16,1.045983527,247.5,9.91,1.62,5,31
1345840164,Fri Aug 24 21:29:24 2012,0x0204,45.5405068,-122.7364413,224.16,1.046820314,262.5,9.44,1.62,5,31
1345840165,Fri Aug 24 21:29:25 2012,0x0204,45.5404972,-122.7364861,224.32,1.04765777,277.5,9.44,1.62,5,31
1345840166,Fri Aug 24 21:29:26 2012,0x0204,45.5404972,-122.7365325,224.64,1.048495896,291,9.44,1.62,5,31
1345840167,Fri Aug 24 21:29:27 2012,0x0204,45.5404924,-122.7365885,224.96,1.049334693,285,9.91,1.62,5,30
1345840168,Fri Aug 24 21:29:28 2012,0x0204,45.5404988,-122.7366429,225.12,1.050174161,304.5,9.91,1.62,5,31
1345840169,Fri Aug 24 21:29:29 2012,0x0204,45.5405004,-122.7367021,225.28,1.0510143,283.5,9.91,1.62,5,30
1345840170,Fri Aug 24 21:29:30 2012,0x0204,45.5405036,-122.7367517,225.6,1.051855111,288,8.15,1.62,5,28
1345840171,Fri Aug 24 21:29:31 2012,0x0204,45.5405116,-122.7367933,225.6,1.052696596,301.5,8.15,1.62,5,27
1345840172,Fri Aug 24 21:29:32 2012,0x0204,45.5405244,-122.7368365,225.76,1.053538753,316.5,8.56,1.62,5,28
1345840173,Fri Aug 24 21:29:33 2012,0x0204,45.5405436,-122.7368845,226.24,1.054381584,321,9.44,1.62,5,28
1345840174,Fri Aug 24 21:29:34 2012,0x0204,45.5405564,-122.7369309,226.72,1.055225089,298.5,8.99,1.62,5,28
1345840175,Fri Aug 24 21:29:35 2012,0x0204,45.540566,-122.7369709,226.88,1.056069269,271.5,8.99,1.62,5,28
1345840176,Fri Aug 24 21:29:36 2012,0x0204,45.540574,-122.7370205,227.36,1.056914125,298.5,9.44,1.62,5,28
1345840177,Fri Aug 24 21:29:37 2012,0x0204,45.5405884,-122.7370669,227.68,1.057759656,313.5,8.99,1.62,5,28
1345840178,Fri Aug 24 21:29:38 2012,0x0204,45.5406108,-122.7370973,227.68,1.058605864,339,9.44,1.62,5,28
1345840179,Fri Aug 24 21:29:39 2012,0x0204,45.5406332,-122.7371229,227.84,1.059452748,334.5,8.99,1.62,5,28
1345840180,Fri Aug 24 21:29:40 2012,0x0204,45.5406476,-122.7371501,227.68,1.06030031,330,8.99,1.62,5,27
1345840181,Fri Aug 24 21:29:41 2012,0x0204,45.5406684,-122.7371821,227.52,1.061148551,334.5,8.56,1.62,5,27
1345840182,Fri Aug 24 21:29:42 2012,0x0204,45.5406972,-122.7372109,227.36,1.06199747,330,9.44,1.62,5,28
1345840183,Fri Aug 24 21:29:43 2012,0x0204,45.5407212,-122.7372413,227.2,1.062847068,328.5,9.44,1.62,5,28
1345840184,Fri Aug 24 21:29:44 2012,0x0204,45.5407516,-122.7372541,227.2,1.063697345,9,8.15,1.62,5,28
1345840185,Fri Aug 24 21:29:45 2012,0x0204,45.5407772,-122.7372685,227.04,1.064548303,345,8.15,1.62,5,28
1345840186,Fri Aug 24 21:29:46 2012,0x0204,45.5408028,-122.7372941,227.04,1.065399942,325.5,8.15,1.62,5,28
1345840187,Fri Aug 24 21:29:47 2012,0x0204,45.5408252,-122.7373293,226.56,1.066252262,310.5,8.15,1.62,5,30
1345840188,Fri Aug 24 21:29:48 2012,0x0204,45.5408524,-122.7373677,226.4,1.067105263,315,8.15,1.62,5,30
1345840189,Fri Aug 24 21:29:49 2012,0x0204,45.5408668,-122.7374141,226.24,1.067958948,291,7.76,1.62,5,28
1345840190,Fri Aug 24 21:29:50 2012,0x0204,45.5408716,-122.7374669,225.92,1.068813315,262.5,7.76,1.62,5,28
1345840191,Fri Aug 24 21:29:51 2012,0x0204,45.5408748,-122.7375069,225.92,1.069668365,261,9.44,1.62,5,28
1345840192,Fri Aug 24 21:29:52 2012,0x0204,45.5408684,-122.7375517,226.08,1.0705241,256.5,9.91,1.62,5,28
1345840193,Fri Aug 24 21:29:53 2012,0x0204,45.5408684,-122.7375997,226.24,1.071380519,267,8.99,1.62,5,27
1345840194,Fri Aug 24 21:29:54 2012,0x0204,45.5408812,-122.7376461,226.72,1.072237624,291,8.15,1.62,5,28
1345840195,Fri Aug 24 21:29:55 2012,0x0204,45.5408972,-122.7376925,227.2,1.073095414,285,7.76,1.62,5,28
1345840196,Fri Aug 24 21:29:56 2012,0x0204,45.5409084,-122.7377453,227.68,1.07395389,294,7.76,1.62,5,28
1345840197,Fri Aug 24 21:29:57 2012,0x0204,45.5409292,-122.7378045,228,1.074813053,300,8.56,1.62,5,30
1345840198,Fri Aug 24 21:29:58 2012,0x0204,45.5409452,-122.7378621,228.32,1.075672904,294,8.15,1.62,5,30
1345840199,Fri Aug 24 21:29:59 2012,0x0204,45.5409628,-122.7379197,228.48,1.076533442,289.5,7.76,1.62,5,30
1345840200,Fri Aug 24 21:30:00 2012,0x0204,45.5409884,-122.7379709,228.64,1.077394669,309,8.56,1.62,5,30
1345840201,Fri Aug 24 21:30:01 2012,0x0204,45.5410092,-122.7380173,228.96,1.078256585,285,8.99,1.62,5,27
1345840202,Fri Aug 24 21:30:02 2012,0x0204,45.541022,-122.7380685,229.12,1.07911919,279,8.99,1.62,5,27
1345840203,Fri Aug 24 21:30:03 2012,0x0204,45.541038,-122.7381133,229.6,1.079982485,277.5,8.99,1.62,5,27
1345840204,Fri Aug 24 21:30:04 2012,0x0204,45.541054,-122.7381501,229.6,1.080846471,289.5,8.15,1.62,5,27
1345840205,Fri Aug 24 21:30:05 2012,0x0204,45.5410636,-122.7381869,229.76,1.081711148,276,7.76,1.62,5,27
1345840206,Fri Aug 24 21:30:06 2012,0x0204,45.541078,-122.7382141,229.92,1.082576517,289.5,8.15,1.62,5,27
1345840207,Fri Aug 24 21:30:07 2012,0x0204,45.5410908,-122.7382461,230.08,1.083442579,273,8.15,1.62,5,27
1345840208,Fri Aug 24 21:30:08 2012,0x0204,45.5410988,-122.7382765,230.08,1.084309333,268.5,7.39,1.62,5,27
1345840209,Fri Aug 24 21:30:09 2012,0x0204,45.5411212,-122.7383037,230.08,1.08517678,340.5,8.56,1.62,5,27
1345840210,Fri Aug 24 21:30:10 2012,0x0204,45.54115,-122.7383277,229.92,1.086044922,334.5,8.56,1.62,5,27
1345840211,Fri Aug 24 21:30:11 2012,0x0204,45.5411772,-122.7383485,229.92,1.086913757,339,8.15,1.71,5,27
1345840212,Fri Aug 24 21:30:12 2012,0x0204,45.541206,-122.7383709,229.76,1.087783288,336,8.15,1.71,5,27
1345840213,Fri Aug 24 21:30:13 2012,0x0204,45.541238,-122.7384061,229.44,1.088653515,318,8.15,1.71,5,27
1345840214,Fri Aug 24 21:30:14 2012,0x0204,45.5412684,-122.7384541,229.12,1.089524438,315,8.15,1.71,5,28
1345840215,Fri Aug 24 21:30:15 2012,0x0204,45.5413036,-122.7385085,228.96,1.090396057,313.5,7.76,1.71,5,30
1345840216,Fri Aug 24 21:30:16 2012,0x0204,45.5413308,-122.7385645,228.96,1.091268374,300,7.76,1.71,5,31
1345840217,Fri Aug 24 21:30:17 2012,0x0204,45.5413516,-122.7386205,228.96,1.092141389,304.5,8.15,1.71,5,31
1345840218,Fri Aug 24 21:30:18 2012,0x0204,45.5413772,-122.7386749,229.12,1.093015102,285,8.56,1.71,5,31
1345840219,Fri Aug 24 21:30:19 2012,0x0204,45.5414012,-122.7387277,229.12,1.093889514,300,8.56,1.71,5,31
1345840220,Fri Aug 24 21:30:20 2012,0x0204,45.5414268,-122.7387677,229.6,1.094764626,315,8.99,1.71,5,31
1345840221,Fri Aug 24 21:30:21 2012,0x0204,45.5414508,-122.7388013,229.76,1.095640438,312,8.99,1.71,5,30
1345840222,Fri Aug 24 21:30:22 2012,0x0204,45.541478,-122.7388317,229.76,1.09651695,321,8.99,1.71,5,27
1345840223,Fri Aug 24 21:30:23 2012,0x0204,45.5415052,-122.7388621,229.6,1.097394163,300,9.44,1.71,5,27
1345840224,Fri Aug 24 21:30:24 2012,0x0204,45.5415292,-122.7388941,229.76,1.098272079,285,9.44,1.71,5,25
1345840225,Fri Aug 24 21:30:25 2012,0x0204,45.5415564,-122.7389101,229.92,1.099150696,343.5,8.99,1.71,5,27
1345840226,Fri Aug 24 21:30:26 2012,0x0204,45.5415948,-122.7388941,229.92,1.100030017,36,8.56,1.71,5,27
1345840227,Fri Aug 24 21:30:27 2012,0x0204,45.5416268,-122.7388589,229.76,1.100910041,55.5,8.56,1.71,5,33
1345840228,Fri Aug 24 21:30:28 2012,0x0204,45.5416428,-122.7388189,229.44,1.101790769,84,8.15,1.71,5,34
1345840229,Fri Aug 24 21:30:29 2012,0x0204,45.5416572,-122.7387773,229.28,1.102672202,76.5,8.99,1.71,5,34
1345840230,Fri Aug 24 21:30:30 2012,0x0204,45.5416732,-122.7387341,228.96,1.103554339,84,8.99,1.71,5,33
1345840231,Fri Aug 24 21:30:31 2012,0x0204,45.5416956,-122.7386877,228.64,1.104437183,72,8.99,1.71,5,30
1345840232,Fri Aug 24 21:30:32 2012,0x0204,45.541718,-122.7386397,228.48,1.105320733,63,8.56,1.71,5,33
1345840233,Fri Aug 24 21:30:33 2012,0x0204,45.5417388,-122.7385997,228.32,1.106204989,61.5,8.56,1.71,5,27
1345840234,Fri Aug 24 21:30:34 2012,0x0204,45.5417644,-122.7385693,228.32,1.107089953,51,8.56,1.71,5,27
1345840235,Fri Aug 24 21:30:35 2012,0x0204,45.5417884,-122.7385613,228.64,1.107975625,22.5,9.44,1.71,5,27
1345840236,Fri Aug 24 21:30:36 2012,0x0204,45.5418172,-122.7385549,228.64,1.108862006,6,10.4,1.79,5,27
1345840237,Fri Aug 24 21:30:37 2012,0x0204,45.5418444,-122.7385517,228.96,1.109749095,24,9.44,1.79,5,24
1345840238,Fri Aug 24 21:30:38 2012,0x0204,45.5418764,-122.7385453,229.28,1.110636895,27,9.44,1.79,5,24
1345840239,Fri Aug 24 21:30:39 2012,0x0204,45.5419084,-122.7385437,229.28,1.111525404,10.5,9.91,1.79,5,24
1345840240,Fri Aug 24 21:30:40 2012,0x0204,45.5419516,-122.7385405,229.28,1.112414624,12,8.99,1.79,5,25
1345840241,Fri Aug 24 21:30:41 2012,0x0204,45.5419868,-122.7385421,229.28,1.113304556,19.5,9.44,1.79,5,25
1345840242,Fri Aug 24 21:30:42 2012,0x0204,45.5420316,-122.7385389,228.96,1.1141952,22.5,9.44,1.79,5,25
1345840243,Fri Aug 24 21:30:43 2012,0x0204,45.5420764,-122.7385293,228.64,1.115086556,27,9.91,1.79,5,27
1345840244,Fri Aug 24 21:30:44 2012,0x0204,45.5421148,-122.7385053,228.64,1.115978625,42,8.99,1.79,5,27
1345840245,Fri Aug 24 21:30:45 2012,0x0204,45.5421468,-122.7384621,228.64,1.116871408,49.5,8.99,1.79,5,27
1345840246,Fri Aug 24 21:30:46 2012,0x0204,45.5421692,-122.7384141,228.64,1.117764905,66,9.91,1.79,5,31
1345840247,Fri Aug 24 21:30:47 2012,0x0204,45.542182,-122.7383661,228.96,1.118659117,75,8.56,1.79,5,30
1345840248,Fri Aug 24 21:30:48 2012,0x0204,45.5421964,-122.7383197,229.12,1.119554044,73.5,8.15,1.79,5,30
1345840249,Fri Aug 24 21:30:49 2012,0x0204,45.5422108,-122.7382749,229.28,1.120449688,73.5,8.99,1.79,5,30
1345840250,Fri Aug 24 21:30:50 2012,0x0204,45.5422252,-122.7382317,229.6,1.121346047,66,8.99,1.79,5,30
1345840251,Fri Aug 24 21:30:51 2012,0x0204,45.5422444,-122.7381869,229.6,1.122243124,55.5,8.99,1.79,5,30
1345840252,Fri Aug 24 21:30:52 2012,0x0204,45.5422588,-122.7381485,229.44,1.123140919,60,8.15,1.79,5,30
1345840253,Fri Aug 24 21:30:53 2012,0x0204,45.5422828,-122.7381053,229.44,1.124039431,54,8.56,1.71,5,30
1345840254,Fri Aug 24 21:30:54 2012,0x0204,45.54231,-122.7380605,229.44,1.124938663,52.5,8.56,1.71,5,30
1345840255,Fri Aug 24 21:30:55 2012,0x0204,45.5423244,-122.7380285,229.28,1.125838614,67.5,8.56,1.71,5,30
1345840256,Fri Aug 24 21:30:56 2012,0x0204,45.5423436,-122.7379917,229.12,1.126739285,69,9.91,1.71,5,30
1345840257,Fri Aug 24 21:30:57 2012,0x0204,45.5423612,-122.7379549,228.8,1.127640676,66,8.56,1.71,5,31
1345840258,Fri Aug 24 21:30:58 2012,0x0204,45.5423804,-122.7379517,228.8,1.128542789,19.5,8.99,1.71,5,30
1345840259,Fri Aug 24 21:30:59 2012,0x0204,45.5423996,-122.7379693,228.64,1.129445623,337.5,8.56,1.71,5,27
1345840260,Fri Aug 24 21:31:00 2012,0x0204,45.542414,-122.7380077,228.16,1.13034918,316.5,9.44,1.71,5,30
1345840261,Fri Aug 24 21:31:01 2012,0x0204,45.54243,-122.7380557,227.68,1.131253459,316.5,9.44,1.71,5,30
1345840262,Fri Aug 24 21:31:02 2012,0x0204,45.5424524,-122.7381053,227.2,1.132158462,303,8.99,1.71,5,31
1345840263,Fri Aug 24 21:31:03 2012,0x0204,45.54247,-122.7381501,227.04,1.133064188,297,8.56,1.71,5,30
1345840264,Fri Aug 24 21:31:04 2012,0x0204,45.5424876,-122.7381885,226.88,1.13397064,315,8.99,1.71,5,30
1345840265,Fri Aug 24 21:31:05 2012,0x0204,45.5425116,-122.7382189,227.2,1.134877816,331.5,8.56,1.71,5,30
1345840266,Fri Aug 24 21:31:06 2012,0x0204,45.5425452,-122.7382493,227.2,1.135785719,336,8.56,1.71,5,28
1345840267,Fri Aug 24 21:31:07 2012,0x0204,45.542574,-122.7382797,227.36,1.136694347,337.5,8.56,1.71,5,30
1345840268,Fri Aug 24 21:31:08 2012,0x0204,45.542598,-122.7383133,227.2,1.137603703,325.5,8.56,1.71,5,28
1345840269,Fri Aug 24 21:31:09 2012,0x0204,45.5426172,-122.7383405,226.88,1.138513786,343.5,8.56,1.71,5,28
1345840270,Fri Aug 24 21:31:10 2012,0x0204,45.542646,-122.7383613,226.56,1.139424597,349.5,8.56,1.71,5,28
1345840271,Fri Aug 24 21:31:11 2012,0x0204,45.5426732,-122.7383837,226.24,1.140336136,342,8.56,1.71,5,28
1345840272,Fri Aug 24 21:31:12 2012,0x0204,45.5427036,-122.7384077,226.24,1.141248405,352.5,8.56,1.71,5,28
1345840273,Fri Aug 24 21:31:13 2012,0x0204,45.5427324,-122.7384333,226.4,1.142161404,340.5,8.56,1.71,5,28
1345840274,Fri Aug 24 21:31:14 2012,0x0204,45.5427564,-122.7384701,226.56,1.143075133,324,8.56,1.71,5,28
1345840275,Fri Aug 24 21:31:15 2012,0x0204,45.5427708,-122.7385213,226.88,1.143989593,315,9.44,1.71,5,28
1345840276,Fri Aug 24 21:31:16 2012,0x0204,45.5427868,-122.7385661,227.2,1.144904785,303,9.44,1.71,5,27
1345840277,Fri Aug 24 21:31:17 2012,0x0204,45.5428028,-122.7386125,227.52,1.145820709,292.5,10.4,1.71,5,27
1345840278,Fri Aug 24 21:31:18 2012,0x0204,45.5428092,-122.7386573,228,1.146737365,277.5,9.91,1.71,5,27
1345840279,Fri Aug 24 21:31:19 2012,0x0204,45.5428076,-122.7387005,228.64,1.147654755,258,8.15,1.71,5,27
1345840280,Fri Aug 24 21:31:20 2012,0x0204,45.5428076,-122.7387453,229.12,1.148572879,270,8.99,1.71,5,28
1345840281,Fri Aug 24 21:31:21 2012,0x0204,45.5428124,-122.7387917,229.76,1.149491737,280.5,8.56,1.71,5,28
1345840282,Fri Aug 24 21:31:22 2012,0x0204,45.5428236,-122.7388317,230.24,1.150411331,295.5,8.99,1.71,5,28
1345840283,Fri Aug 24 21:31:23 2012,0x0204,45.5428364,-122.7388653,230.56,1.15133166,318,9.91,1.71,5,28
1345840284,Fri Aug 24 21:31:24 2012,0x0204,45.5428396,-122.7389037,231.2,1.152252725,280.5,9.91,1.71,5,28
1345840285,Fri Aug 24 21:31:25 2012,0x0204,45.5428332,-122.7389453,231.68,1.153174527,268.5,7.76,1.71,5,28
1345840286,Fri Aug 24 21:31:26 2012,0x0204,45.5428236,-122.7389949,232,1.154097067,264,8.56,1.71,5,28
1345840287,Fri Aug 24 21:31:27 2012,0x0204,45.5428108,-122.7390397,232.48,1.155020344,244.5,7.76,1.71,5,28
1345840288,Fri Aug 24 21:31:28 2012,0x0204,45.5428028,-122.7390717,232.64,1.155944361,243,8.99,1.71,5,28
1345840289,Fri Aug 24 21:31:29 2012,0x0204,45.54279,-122.7391069,232.8,1.156869116,237,9.91,1.71,5,25
1345840290,Fri Aug 24 21:31:30 2012,0x0204,45.5427756,-122.7391517,233.28,1.157794611,256.5,8.56,1.71,5,25
1345840291,Fri Aug 24 21:31:31 2012,0x0204,45.542782,-122.7391869,233.92,1.158720847,282,8.56,1.71,5,28
1345840292,Fri Aug 24 21:31:32 2012,0x0204,45.5427996,-122.7392013,234.24,1.159647824,39,8.99,1.71,5,28
1345840293,Fri Aug 24 21:31:33 2012,0x0204,45.5428236,-122.7391981,234.72,1.160575542,57,8.99,1.71,5,30
1345840294,Fri Aug 24 21:31:34 2012,0x0204,45.5428492,-122.7391885,235.2,1.161504003,70.5,8.99,1.71,5,28
1345840295,Fri Aug 24 21:31:35 2012,0x0204,45.5428748,-122.7391821,235.52,1.162433206,42,8.99,1.79,5,28
1345840296,Fri Aug 24 21:31:36 2012,0x0204,45.5429068,-122.7391789,236,1.163363152,30,8.99,1.79,5,28
1345840297,Fri Aug 24 21:31:37 2012,0x0204,45.542942,-122.7391741,236.32,1.164293843,22.5,8.99,1.79,5,27
1345840298,Fri Aug 24 21:31:38 2012,0x0204,45.5429756,-122.7391741,236.16,1.165225278,21,9.44,1.79,5,27
1345840299,Fri Aug 24 21:31:39 2012,0x0204,45.5430076,-122.7391725,236.32,1.166157458,42,9.44,1.79,5,27
1345840300,Fri Aug 24 21:31:40 2012,0x0204,45.543038,-122.7391597,236.48,1.167090384,57,9.44,1.79,5,27
1345840301,Fri Aug 24 21:31:41 2012,0x0204,45.5430716,-122.7391341,236.48,1.168024056,52.5,9.44,1.79,5,27
1345840302,Fri Aug 24 21:31:42 2012,0x0204,45.5431068,-122.7391165,236.48,1.168958476,40.5,9.44,1.79,5,27
1345840303,Fri Aug 24 21:31:43 2012,0x0204,45.5431452,-122.7390957,236.48,1.169893642,46.5,9.44,1.79,5,27
1345840304,Fri Aug 24 21:31:44 2012,0x0204,45.543182,-122.7390765,236.48,1.170829557,48,9.44,1.79,5,30
1345840305,Fri Aug 24 21:31:45 2012,0x0204,45.5432172,-122.7390653,236.32,1.171766221,39,9.44,1.79,5,28
1345840306,Fri Aug 24 21:31:46 2012,0x0204,45.5432476,-122.7390525,236.32,1.172703634,58.5,9.44,1.79,5,28
1345840307,Fri Aug 24 21:31:47 2012,0x0204,45.5432716,-122.7390493,236.48,1.173641797,39,8.99,1.79,5,28
1345840308,Fri Aug 24 21:31:48 2012,0x0204,45.5432956,-122.7390509,236.64,1.17458071,22.5,8.99,1.79,5,28
1345840309,Fri Aug 24 21:31:49 2012,0x0204,45.5433196,-122.7390573,236.64,1.175520375,360,8.99,1.79,5,27
1345840310,Fri Aug 24 21:31:50 2012,0x0204,45.5433452,-122.7390669,236.8,1.176460791,336,8.99,1.79,5,27
1345840311,Fri Aug 24 21:31:51 2012,0x0204,45.5433628,-122.7390765,236.96,1.17740196,72,8.99,1.79,5,27
1345840312,Fri Aug 24 21:31:52 2012,0x0204,45.5433804,-122.7390781,237.12,1.178343881,79.5,8.99,1.88,5,27
1345840313,Fri Aug 24 21:31:53 2012,0x0204,45.5434012,-122.7390813,236.8,1.179286556,42,8.99,1.88,5,27
1345840314,Fri Aug 24 21:31:54 2012,0x0204,45.5434188,-122.7390893,237.28,1.180229986,351,8.56,1.88,10,27
1345840315,Fri Aug 24 21:31:55 2012,0x0204,45.5434332,-122.7391085,237.6,1.18117417,307.5,8.99,1.88,10,27
1345840316,Fri Aug 24 21:31:56 2012,0x0204,45.5434476,-122.7391325,237.76,1.182119109,297,9.44,1.88,10,27
1345840317,Fri Aug 24 21:31:57 2012,0x0204,45.5434668,-122.7391677,238.08,1.183064804,300,8.99,1.88,10,27
1345840318,Fri Aug 24 21:31:58 2012,0x0204,45.5434828,-122.7392253,238.08,1.184011256,285,8.99,1.88,5,27
1345840319,Fri Aug 24 21:31:59 2012,0x0204,45.5434956,-122.7392861,238.24,1.184958465,288,8.99,1.88,5,27
1345840320,Fri Aug 24 21:32:00 2012,0x0204,45.5435132,-122.7393357,238.4,1.185906432,301.5,9.44,1.88,5,27
1345840321,Fri Aug 24 21:32:01 2012,0x0204,45.5435372,-122.7393773,238.4,1.186855157,309,9.44,1.88,5,27
1345840322,Fri Aug 24 21:32:02 2012,0x0204,45.5435516,-122.7394173,238.4,1.187804641,298.5,9.91,1.88,5,27
1345840323,Fri Aug 24 21:32:03 2012,0x0204,45.5435644,-122.7394605,238.24,1.188754885,309,9.91,1.88,5,27
1345840324,Fri Aug 24 21:32:04 2012,0x0204,45.54359,-122.7394813,238.24,1.189705889,336,9.44,1.88,5,27
1345840325,Fri Aug 24 21:32:05 2012,0x0204,45.5436044,-122.7394845,238.08,1.190657654,123,9.44,1.88,5,30
1345840326,Fri Aug 24 21:32:06 2012,0x0204,45.543622,-122.7394733,238.08,1.19161018,72,9.44,1.88,5,30
1345840327,Fri Aug 24 21:32:07 2012,0x0204,45.5436524,-122.7394525,238.4,1.192563468,46.5,9.44,1.88,5,28
