utc,time,nav_type,latitude,longitude,altitude,speed,heading,ehpe,evpe,hdop,signal_strength_4th
1345839880,Fri Aug 24 21:24:40 2012,0x0204,45.54467,-122.7303261,192.64,2.36,304.5,10.92,1.98,5,30
1345839881,Fri Aug 24 21:24:41 2012,0x0204,45.5446636,-122.7303805,192.16,2.93,294,10.92,1.98,5,30
1345839882,Fri Aug 24 21:24:42 2012,0x0204,45.544662,-122.7304301,191.68,2.24,301.5,9.91,1.88,5,31
1345839883,Fri Aug 24 21:24:43 2012,0x0204,45.5446588,-122.7304861,191.2,2.6,288,10.92,1.88,5,30
1345839884,Fri Aug 24 21:24:44 2012,0x0204,45.5446732,-122.7305325,191.2,3.11,304.5,10.92,1.88,5,30
1345839885,Fri Aug 24 21:24:45 2012,0x0204,45.5446876,-122.7305901,191.04,3.92,291,9.44,1.88,5,30
1345839886,Fri Aug 24 21:24:46 2012,0x0204,45.5447084,-122.7306429,191.04,3.8,303,8.99,1.88,5,30
1345839887,Fri Aug 24 21:24:47 2012,0x0204,45.5447276,-122.7306973,191.04,3.05,301.5,9.44,1.88,5,30
1345839888,Fri Aug 24 21:24:48 2012,0x0204,45.5447404,-122.7307469,190.88,3.08,297,9.44,1.88,5,30
1345839889,Fri Aug 24 21:24:49 2012,0x0204,45.5447516,-122.7307981,191.04,2.6,288,8.56,1.88,5,27
1345839890,Fri Aug 24 21:24:50 2012,0x0204,45.5447612,-122.7308525,190.88,2.76,282,8.56,1.88,5,30
1345839891,Fri Aug 24 21:24:51 2012,0x0204,45.5447772,-122.7308941,190.88,2.58,309,8.56,1.79,5,30
1345839892,Fri Aug 24 21:24:52 2012,0x0204,45.5447868,-122.7309373,190.72,2.66,298.5,8.56,1.79,5,30
1345839893,Fri Aug 24 21:24:53 2012,0x0204,45.5447964,-122.7309677,190.72,2.53,291,9.91,1.79,5,30
1345839894,Fri Aug 24 21:24:54 2012,0x0204,45.5447964,-122.7309981,190.72,2.29,262.5,9.91,1.79,5,30
1345839895,Fri Aug 24 21:24:55 2012,0x0204,45.5447868,-122.7310253,190.4,2.31,240,9.91,1.79,5,30
1345839896,Fri Aug 24 21:24:56 2012,0x0204,45.5447724,-122.7310461,190.56,2.22,216,9.91,1.79,5,28
1345839897,Fri Aug 24 21:24:57 2012,0x0204,45.5447628,-122.7310637,190.56,1.71,238.5,9.91,1.79,5,30
1345839898,Fri Aug 24 21:24:58 2012,0x0204,45.5447468,-122.7310717,190.56,1.49,228,9.91,1.79,5,30
1345839899,Fri Aug 24 21:24:59 2012,0x0204,45.5447164,-122.7310781,190.72,2.4,187.5,9.91,1.79,5,30
1345839900,Fri Aug 24 21:25:00 2012,0x0204,45.5446764,-122.7310845,191.04,2.99,181.5,9.91,1.79,5,30
1345839901,Fri Aug 24 21:25:01 2012,0x0204,45.5446396,-122.7310861,191.52,2.33,175.5,9.44,1.79,5,30
1345839902,Fri Aug 24 21:25:02 2012,0x0204,45.544606,-122.7310925,191.52,1.85,175.5,9.44,1.79,5,30
1345839903,Fri Aug 24 21:25:03 2012,0x0204,45.5445772,-122.7311037,191.36,1.93,187.5,9.44,1.79,5,30
1345839904,Fri Aug 24 21:25:04 2012,0x0204,45.5445516,-122.7311261,191.68,2.05,207,9.44,1.79,5,30
1345839905,Fri Aug 24 21:25:05 2012,0x0204,45.5445292,-122.7311565,191.84,2.05,241.5,9.44,1.79,5,30
1345839906,Fri Aug 24 21:25:06 2012,0x0204,45.5445116,-122.7311901,191.68,1.57,256.5,9.44,1.79,5,30
1345839907,Fri Aug 24 21:25:07 2012,0x0204,45.5444972,-122.7312269,191.52,1.75,268.5,8.99,1.71,5,30
1345839908,Fri Aug 24 21:25:08 2012,0x0204,45.5444892,-122.7312701,191.68,2.76,267,8.99,1.71,5,27
1345839909,Fri Aug 24 21:25:09 2012,0x0204,45.5444796,-122.7313181,192,2.33,277.5,8.56,1.71,5,28
1345839910,Fri Aug 24 21:25:10 2012,0x0204,45.5444668,-122.7313581,192.48,1.7,264,8.56,1.71,5,28
1345839911,Fri Aug 24 21:25:11 2012,0x0204,45.5444572,-122.7314077,192.8,2.68,282,8.56,1.71,5,28
1345839912,Fri Aug 24 21:25:12 2012,0x0204,45.5444652,-122.7314637,193.12,3.55,298.5,9.44,1.71,5,28
1345839913,Fri Aug 24 21:25:13 2012,0x0204,45.5444796,-122.7315165,192.96,3.44,313.5,9.44,1.71,5,27
1345839914,Fri Aug 24 21:25:14 2012,0x0204,45.5444908,-122.7315597,192.8,2.09,301.5,9.44,1.71,5,27
1345839915,Fri Aug 24 21:25:15 2012,0x0204,45.5445068,-122.7315981,192.96,2.26,315,9.44,1.71,5,27
1345839916,Fri Aug 24 21:25:16 2012,0x0204,45.5445196,-122.7316397,192.96,2.15,310.5,9.44,1.71,5,27
1345839917,Fri Aug 24 21:25:17 2012,0x0204,45.544526,-122.7316813,193.44,1.75,301.5,9.44,1.71,5,27
1345839918,Fri Aug 24 21:25:18 2012,0x0204,45.5445276,-122.7317229,193.6,1.73,280.5,9.44,1.71,5,28
1345839919,Fri Aug 24 21:25:19 2012,0x0204,45.54451,-122.7317725,193.6,2.4,246,11.47,1.71,5,28
1345839920,Fri Aug 24 21:25:20 2012,0x0204,45.5444892,-122.7318157,193.44,2.48,232.5,12.65,1.71,5,28
1345839921,Fri Aug 24 21:25:21 2012,0x0204,45.54447,-122.7318493,193.28,2.24,226.5,10.92,1.71,5,28
1345839922,Fri Aug 24 21:25:22 2012,0x0204,45.5444476,-122.7318813,193.6,1.61,214.5,12.04,1.71,5,28
1345839923,Fri Aug 24 21:25:23 2012,0x0204,45.5444348,-122.7319053,193.6,1.33,235.5,10.92,1.71,5,25
1345839924,Fri Aug 24 21:25:24 2012,0x0204,45.5444124,-122.7319325,193.76,2.4,219,10.92,1.71,5,27
1345839925,Fri Aug 24 21:25:25 2012,0x0204,45.5443852,-122.7319581,193.92,3.24,210,11.47,1.71,5,27
1345839926,Fri Aug 24 21:25:26 2012,0x0204,45.5443596,-122.7319821,193.92,2.66,208.5,11.47,1.71,5,27
1345839927,Fri Aug 24 21:25:27 2012,0x0204,45.5443244,-122.7320013,194.24,2.45,196.5,11.47,1.71,5,27
1345839928,Fri Aug 24 21:25:28 2012,0x0204,45.5442892,-122.7320221,194.4,3.02,204,11.47,1.71,5,28
1345839929,Fri Aug 24 21:25:29 2012,0x0204,45.544246,-122.7320477,194.88,3.92,207,13.28,1.71,5,28
1345839930,Fri Aug 24 21:25:30 2012,0x0204,45.5442044,-122.7320653,195.04,3.21,189,12.04,1.71,5,25
1345839931,Fri Aug 24 21:25:31 2012,0x0204,45.544166,-122.7320669,195.04,2.68,177,12.04,1.71,5,27
1345839932,Fri Aug 24 21:25:32 2012,0x0204,45.544134,-122.7320685,195.2,2.66,186,12.04,1.71,5,28
1345839933,Fri Aug 24 21:25:33 2012,0x0204,45.5441036,-122.7320765,195.36,2.96,201,10.92,1.71,5,28
1345839934,Fri Aug 24 21:25:34 2012,0x0204,45.5440732,-122.7320973,195.68,2.88,208.5,10.92,1.71,5,27
1345839935,Fri Aug 24 21:25:35 2012,0x0204,45.5440412,-122.7321197,195.84,2.22,205.5,10.92,1.71,5,27
1345839936,Fri Aug 24 21:25:36 2012,0x0204,45.5440092,-122.7321469,195.84,2.15,207,11.47,1.71,5,27
1345839937,Fri Aug 24 21:25:37 2012,0x0204,45.5439836,-122.7321757,195.84,1.53,229.5,12.65,1.71,5,27
1345839938,Fri Aug 24 21:25:38 2012,0x0204,45.5439612,-122.7322029,196,1.75,232.5,10.92,1.71,5,27
1345839939,Fri Aug 24 21:25:39 2012,0x0204,45.5439404,-122.7322365,196.32,2.33,240,11.47,1.71,5,27
1345839940,Fri Aug 24 21:25:40 2012,0x0204,45.5439196,-122.7322701,196.96,2.26,220.5,11.47,1.71,5,27
1345839941,Fri Aug 24 21:25:41 2012,0x0204,45.5438924,-122.7323117,197.44,3.08,226.5,10.4,1.71,5,27
1345839942,Fri Aug 24 21:25:42 2012,0x0204,45.5438748,-122.7323693,197.92,2.88,253.5,10.4,1.71,5,27
1345839943,Fri Aug 24 21:25:43 2012,0x0204,45.543862,-122.7324269,198.08,2.4,249,11.47,1.71,5,27
1345839944,Fri Aug 24 21:25:44 2012,0x0204,45.543854,-122.7324877,198.24,2.29,256.5,12.65,1.71,5,27
1345839945,Fri Aug 24 21:25:45 2012,0x0204,45.5438492,-122.7325325,198.4,2.26,262.5,11.47,1.71,5,28
1345839946,Fri Aug 24 21:25:46 2012,0x0204,45.5438428,-122.7325709,198.4,1.82,268.5,13.28,1.71,5,28
1345839947,Fri Aug 24 21:25:47 2012,0x0204,45.5438364,-122.7326125,198.88,1.55,255,12.65,1.71,5,28
1345839948,Fri Aug 24 21:25:48 2012,0x0204,45.5438268,-122.7326493,198.88,2.03,235.5,12.65,1.71,5,28
1345839949,Fri Aug 24 21:25:49 2012,0x0204,45.5438172,-122.7326941,199.2,1.6,270,11.47,1.71,5,28
1345839950,Fri Aug 24 21:25:50 2012,0x0204,45.5438108,-122.7327325,199.52,0.87,264,11.47,1.71,5,28
1345839951,Fri Aug 24 21:25:51 2012,0x0204,45.5437948,-122.7327677,199.52,1.36,231,11.47,1.71,5,28
1345839952,Fri Aug 24 21:25:52 2012,0x0204,45.5437804,-122.7328141,199.68,2.68,240,8.99,1.71,5,28
1345839953,Fri Aug 24 21:25:53 2012,0x0204,45.5437788,-122.7328653,199.84,2.5,252,8.99,1.71,5,28
1345839954,Fri Aug 24 21:25:54 2012,0x0204,45.543782,-122.7329069,200.16,1.58,283.5,8.99,1.71,5,28
1345839955,Fri Aug 24 21:25:55 2012,0x0204,45.5437884,-122.7329437,200.64,1.61,295.5,8.99,1.71,5,28
1345839956,Fri Aug 24 21:25:56 2012,0x0204,45.5438012,-122.7329805,200.96,2.05,303,9.44,1.71,5,28
1345839957,Fri Aug 24 21:25:57 2012,0x0204,45.5438172,-122.7330285,201.28,2.5,304.5,8.99,1.71,5,30
1345839958,Fri Aug 24 21:25:58 2012,0x0204,45.5438332,-122.7330813,201.44,2.99,298.5,10.92,1.71,5,28
1345839959,Fri Aug 24 21:25:59 2012,0x0204,45.5438396,-122.7331293,201.6,1.99,298.5,12.65,1.71,5,28
1345839960,Fri Aug 24 21:26:00 2012,0x0204,45.5438364,-122.7331645,201.44,1.11,277.5,12.04,1.71,5,30
1345839961,Fri Aug 24 21:26:01 2012,0x0204,45.543822,-122.7331917,201.44,1.89,234,12.04,1.71,5,30
1345839962,Fri Aug 24 21:26:02 2012,0x0204,45.5438012,-122.7332045,201.76,2.63,205.5,13.94,1.71,5,30
1345839963,Fri Aug 24 21:26:03 2012,0x0204,45.5437676,-122.7332125,202.08,2.68,190.5,12.65,1.71,5,27
1345839964,Fri Aug 24 21:26:04 2012,0x0204,45.5437356,-122.7332061,202.08,3.27,171,12.04,1.71,5,27
1345839965,Fri Aug 24 21:26:05 2012,0x0204,45.5437004,-122.7332045,202.56,3.69,186,9.91,1.71,5,28
1345839966,Fri Aug 24 21:26:06 2012,0x0204,45.5436716,-122.7332029,202.88,3.58,181.5,9.44,1.71,5,28
1345839967,Fri Aug 24 21:26:07 2012,0x0204,45.5436428,-122.7331965,202.88,2.82,180,10.4,1.71,5,28
1345839968,Fri Aug 24 21:26:08 2012,0x0204,45.5436252,-122.7331981,203.04,2.6,199.5,10.4,1.71,5,28
1345839969,Fri Aug 24 21:26:09 2012,0x0204,45.5436012,-122.7332077,202.72,2.68,198,9.91,1.71,5,28
1345839970,Fri Aug 24 21:26:10 2012,0x0204,45.5435756,-122.7332125,202.56,3.11,196.5,9.91,1.71,5,28
1345839971,Fri Aug 24 21:26:11 2012,0x0204,45.5435468,-122.7332173,202.56,2.99,193.5,9.91,1.71,5,28
1345839972,Fri Aug 24 21:26:12 2012,0x0204,45.5435164,-122.7332125,202.72,2.36,180,9.91,1.71,5,27
1345839973,Fri Aug 24 21:26:13 2012,0x0204,45.5434892,-122.7332029,202.72,2.15,177,9.44,1.71,5,27
1345839974,Fri Aug 24 21:26:14 2012,0x0204,45.5434556,-122.7331885,203.2,2.96,160.5,8.99,1.71,5,27
1345839975,Fri Aug 24 21:26:15 2012,0x0204,45.5434252,-122.7331709,203.68,2.6,157.5,8.99,1.71,5,27
1345839976,Fri Aug 24 21:26:16 2012,0x0204,45.5433996,-122.7331533,203.84,2.45,163.5,8.99,1.71,5,27
1345839977,Fri Aug 24 21:26:17 2012,0x0204,45.5433692,-122.7331421,204.32,2.53,183,8.99,1.71,5,27
1345839978,Fri Aug 24 21:26:18 2012,0x0204,45.5433372,-122.7331485,204.8,3.02,205.5,9.44,1.71,5,28
1345839979,Fri Aug 24 21:26:19 2012,0x0204,45.543302,-122.7331629,205.28,3.44,202.5,9.44,1.71,5,28
1345839980,Fri Aug 24 21:26:20 2012,0x0204,45.5432748,-122.7331805,205.44,2.63,205.5,9.44,1.71,5,28
1345839981,Fri Aug 24 21:26:21 2012,0x0204,45.5432508,-122.7332061,205.44,2.09,228,8.56,1.71,5,28
1345839982,Fri Aug 24 21:26:22 2012,0x0204,45.5432268,-122.7332333,205.44,2.48,231,8.56,1.71,5,30
1345839983,Fri Aug 24 21:26:23 2012,0x0204,45.5432028,-122.7332573,205.92,2.15,231,8.56,1.71,5,28
1345839984,Fri Aug 24 21:26:24 2012,0x0204,45.5431692,-122.7332717,206.56,3.18,204,8.56,1.71,5,28
1345839985,Fri Aug 24 21:26:25 2012,0x0204,45.5431324,-122.7332733,207.36,2.58,198,9.44,1.71,5,28
1345839986,Fri Aug 24 21:26:26 2012,0x0204,45.5430972,-122.7332797,207.84,3.15,195,9.44,1.71,5,28
1345839987,Fri Aug 24 21:26:27 2012,0x0204,45.5430684,-122.7332765,208.32,2.26,169.5,9.44,1.71,5,27
1345839988,Fri Aug 24 21:26:28 2012,0x0204,45.5430444,-122.7332573,208.48,1.97,150,9.91,1.71,5,27
1345839989,Fri Aug 24 21:26:29 2012,0x0204,45.5430252,-122.7332317,208.64,1.44,142.5,9.91,1.71,5,27
1345839990,Fri Aug 24 21:26:30 2012,0x0204,45.5430092,-122.7332157,208.8,1.14,160.5,8.99,1.71,5,27
1345839991,Fri Aug 24 21:26:31 2012,0x0204,45.5429948,-122.7332045,208.8,0.96,115.5,8.99,1.71,5,27
1345839992,Fri Aug 24 21:26:32 2012,0x0204,45.542982,-122.7331805,208.96,1.44,123,9.44,1.71,5,27
1345839993,Fri Aug 24 21:26:33 2012,0x0204,45.5429612,-122.7331581,209.44,1.78,142.5,9.44,1.71,5,27
1345839994,Fri Aug 24 21:26:34 2012,0x0204,45.5429436,-122.7331357,209.44,1.91,141,9.44,1.71,5,27
1345839995,Fri Aug 24 21:26:35 2012,0x0204,45.542918,-122.7331165,209.76,2.05,153,9.44,1.71,5,27
1345839996,Fri Aug 24 21:26:36 2012,0x0204,45.5428892,-122.7331069,209.76,1.91,174,9.91,1.71,5,27
1345839997,Fri Aug 24 21:26:37 2012,0x0204,45.542862,-122.7331277,209.6,2.13,225,9.44,1.71,5,28
1345839998,Fri Aug 24 21:26:38 2012,0x0204,45.5428412,-122.7331533,209.6,2.03,241.5,9.44,1.71,5,28
1345839999,Fri Aug 24 21:26:39 2012,0x0204,45.5428188,-122.7331933,209.92,2.09,247.5,9.91,1.71,5,27
1345840000,Fri Aug 24 21:26:40 2012,0x0204,45.5428012,-122.7332397,209.76,2.33,249,9.44,1.71,5,28
1345840001,Fri Aug 24 21:26:41 2012,0x0204,45.5427884,-122.7332909,209.92,2.63,256.5,9.44,1.71,5,30
1345840002,Fri Aug 24 21:26:42 2012,0x0204,45.5427756,-122.7333421,209.76,2.4,258,9.44,1.71,5,30
1345840003,Fri Aug 24 21:26:43 2012,0x0204,45.5427708,-122.7333981,209.6,2.82,282,8.56,1.71,5,30
1345840004,Fri Aug 24 21:26:44 2012,0x0204,45.5427676,-122.7334573,209.76,2.33,285,8.99,1.71,5,30
1345840005,Fri Aug 24 21:26:45 2012,0x0204,45.54275,-122.7335117,209.76,2.22,267,8.99,1.71,5,30
1345840006,Fri Aug 24 21:26:46 2012,0x0204,45.542726,-122.7335629,209.44,2.55,247.5,8.99,1.71,5,33
1345840007,Fri Aug 24 21:26:47 2012,0x0204,45.542702,-122.7335901,209.6,2.33,210,8.56,1.71,5,31
1345840008,Fri Aug 24 21:26:48 2012,0x0204,45.5426668,-122.7336045,209.44,2.2,184.5,10.4,1.71,5,31
1345840009,Fri Aug 24 21:26:49 2012,0x0204,45.542646,-122.7335933,209.6,1.66,150,8.99,1.71,5,27
1345840010,Fri Aug 24 21:26:50 2012,0x0204,45.5426316,-122.7335725,209.76,1.66,133.5,9.44,1.71,5,28
1345840011,Fri Aug 24 21:26:51 2012,0x0204,45.542614,-122.7335437,209.76,2.18,139.5,8.56,1.71,5,28
1345840012,Fri Aug 24 21:26:52 2012,0x0204,45.54259,-122.7335213,210.24,1.89,145.5,9.44,1.71,5,28
1345840013,Fri Aug 24 21:26:53 2012,0x0204,45.5425644,-122.7335037,210.72,2.05,153,9.44,1.71,5,27
1345840014,Fri Aug 24 21:26:54 2012,0x0204,45.5425356,-122.7334925,211.36,2.6,168,9.44,1.71,5,28
1345840015,Fri Aug 24 21:26:55 2012,0x0204,45.5425036,-122.7334813,211.84,2.03,168,8.99,1.71,5,28
1345840016,Fri Aug 24 21:26:56 2012,0x0204,45.542478,-122.7334621,212.32,2.2,159,8.99,1.71,5,28
1345840017,Fri Aug 24 21:26:57 2012,0x0204,45.5424476,-122.7334429,212.64,2.79,171,8.99,1.71,5,28
1345840018,Fri Aug 24 21:26:58 2012,0x0204,45.5424108,-122.7334285,213.44,3.15,178.5,8.99,1.71,5,28
1345840019,Fri Aug 24 21:26:59 2012,0x0204,45.542382,-122.7334157,213.76,2.18,174,9.44,1.71,5,28
1345840020,Fri Aug 24 21:27:00 2012,0x0204,45.54235,-122.7334077,214.08,2.71,189,9.44,1.71,5,28
1345840021,Fri Aug 24 21:27:01 2012,0x0204,45.5423228,-122.7333885,214.56,2.33,157.5,9.44,1.71,5,28
1345840022,Fri Aug 24 21:27:02 2012,0x0204,45.5422924,-122.7333613,215.2,3.24,154.5,9.44,1.71,5,28
1345840023,Fri Aug 24 21:27:03 2012,0x0204,45.542262,-122.7333325,215.84,2.88,156,9.44,1.71,5,28
1345840024,Fri Aug 24 21:27:04 2012,0x0204,45.5422364,-122.7333101,216.48,2.24,160.5,9.44,1.71,5,28
1345840025,Fri Aug 24 21:27:05 2012,0x0204,45.5422044,-122.7332845,217.28,2.99,165,9.44,1.71,5,28
1345840026,Fri Aug 24 21:27:06 2012,0x0204,45.5421804,-122.7332589,217.92,1.63,145.5,9.44,1.71,5,28
1345840027,Fri Aug 24 21:27:07 2012,0x0204,45.5421644,-122.7332301,218.4,1.8,136.5,8.99,1.71,5,28
1345840028,Fri Aug 24 21:27:08 2012,0x0204,45.5421564,-122.7331901,218.72,1.8,99,8.99,1.71,5,27
1345840029,Fri Aug 24 21:27:09 2012,0x0204,45.5421564,-122.7331597,219.04,1.71,84,8.99,1.71,5,27
1345840030,Fri Aug 24 21:27:10 2012,0x0204,45.5421484,-122.7331277,219.36,1.87,112.5,8.99,1.71,5,27
1345840031,Fri Aug 24 21:27:11 2012,0x0204,45.5421292,-122.7331021,219.52,1.61,142.5,8.99,1.71,5,24
1345840032,Fri Aug 24 21:27:12 2012,0x0204,45.5421004,-122.7330941,219.68,2.01,184.5,9.44,1.71,5,27
1345840033,Fri Aug 24 21:27:13 2012,0x0204,45.5420716,-122.7331037,219.84,1.8,210,9.44,1.71,5,28
1345840034,Fri Aug 24 21:27:14 2012,0x0204,45.5420492,-122.7331117,220,1.05,192,8.99,1.71,5,30
1345840035,Fri Aug 24 21:27:15 2012,0x0204,45.542022,-122.7331149,220.16,1.57,201,8.99,1.71,5,30
1345840036,Fri Aug 24 21:27:16 2012,0x0204,45.5419996,-122.7331213,220.32,1.26,210,8.99,1.71,5,30
1345840037,Fri Aug 24 21:27:17 2012,0x0204,45.541974,-122.7331229,220.8,1.97,177,8.56,1.71,5,30
1345840038,Fri Aug 24 21:27:18 2012,0x0204,45.5419436,-122.7331149,221.12,1.63,154.5,8.56,1.71,5,30
1345840039,Fri Aug 24 21:27:19 2012,0x0204,45.5419084,-122.7331133,221.44,2.5,192,8.99,1.71,5,30
1345840040,Fri Aug 24 21:27:20 2012,0x0204,45.5418732,-122.7331133,222.24,2.55,195,8.99,1.71,5,30
1345840041,Fri Aug 24 21:27:21 2012,0x0204,45.5418412,-122.7331293,222.72,1.99,217.5,8.99,1.71,5,30
1345840042,Fri Aug 24 21:27:22 2012,0x0204,45.5418252,-122.7331549,223.04,1.18,240,8.99,1.71,5,31
1345840043,Fri Aug 24 21:27:23 2012,0x0204,45.5418124,-122.7331789,223.04,0,246,9.44,1.71,5,28
1345840044,Fri Aug 24 21:27:24 2012,0x0204,45.5418028,-122.7332093,223.36,1.08,282,9.44,1.71,5,27
1345840045,Fri Aug 24 21:27:25 2012,0x0204,45.5417916,-122.7332461,223.52,1.32,270,9.44,1.71,5,28
1345840046,Fri Aug 24 21:27:26 2012,0x0204,45.5417852,-122.7332861,223.36,1.63,303,9.44,1.71,5,28
1345840047,Fri Aug 24 21:27:27 2012,0x0204,45.5417868,-122.7333261,223.36,1.53,297,8.99,1.71,5,28
1345840048,Fri Aug 24 21:27:28 2012,0x0204,45.54179,-122.7333629,223.36,1.07,289.5,8.99,1.71,5,28
1345840049,Fri Aug 24 21:27:29 2012,0x0204,45.5417868,-122.7333949,223.36,1.65,301.5,8.99,1.71,5,28
1345840050,Fri Aug 24 21:27:30 2012,0x0204,45.5417916,-122.7334349,223.04,2.11,304.5,8.99,1.71,5,28
1345840051,Fri Aug 24 21:27:31 2012,0x0204,45.541798,-122.7334813,223.04,2.58,300,8.15,1.71,5,28
1345840052,Fri Aug 24 21:27:32 2012,0x0204,45.5418092,-122.7335165,223.2,2.82,307.5,8.15,1.71,5,28
1345840053,Fri Aug 24 21:27:33 2012,0x0204,45.5418252,-122.7335485,222.72,2.18,313.5,8.56,1.71,5,28
1345840054,Fri Aug 24 21:27:34 2012,0x0204,45.5418204,-122.7335981,222.88,1.71,289.5,9.44,1.71,5,33
1345840055,Fri Aug 24 21:27:35 2012,0x0204,45.5417996,-122.7336461,222.88,1.95,241.5,9.44,1.71,5,28
1345840056,Fri Aug 24 21:27:36 2012,0x0204,45.5417772,-122.7336861,222.88,2.58,235.5,8.99,1.71,5,28
1345840057,Fri Aug 24 21:27:37 2012,0x0204,45.5417484,-122.7337293,223.2,1.93,225,8.99,1.71,5,28
1345840058,Fri Aug 24 21:27:38 2012,0x0204,45.5417196,-122.7337469,223.68,1.75,190.5,9.91,1.71,5,27
1345840059,Fri Aug 24 21:27:39 2012,0x0204,45.541686,-122.7337565,224,2.43,187.5,9.91,1.71,5,28
1345840060,Fri Aug 24 21:27:40 2012,0x0204,45.541654,-122.7337629,224,2.2,189,8.99,1.71,5,27
1345840061,Fri Aug 24 21:27:41 2012,0x0204,45.541622,-122.7337629,224.32,2.24,175.5,8.99,1.71,5,27
1345840062,Fri Aug 24 21:27:42 2012,0x0204,45.5415884,-122.7337645,224.32,2.9,183,8.99,1.71,5,27
1345840063,Fri Aug 24 21:27:43 2012,0x0204,45.5415532,-122.7337645,224,2.66,186,8.99,1.71,5,28
1345840064,Fri Aug 24 21:27:44 2012,0x0204,45.5415164,-122.7337805,224,2.4,213,8.99,1.71,5,28
1345840065,Fri Aug 24 21:27:45 2012,0x0204,45.5414892,-122.7337981,224.16,2.09,217.5,8.99,1.71,5,28
1345840066,Fri Aug 24 21:27:46 2012,0x0204,45.541462,-122.7338125,224.16,2.09,216,8.56,1.71,5,27
1345840067,Fri Aug 24 21:27:47 2012,0x0204,45.541438,-122.7338173,224.48,1.87,213,8.99,1.71,5,27
1345840068,Fri Aug 24 21:27:48 2012,0x0204,45.5414108,-122.7338189,224.64,2.36,195,8.99,1.71,5,27
1345840069,Fri Aug 24 21:27:49 2012,0x0204,45.5413756,-122.7338141,224.8,3.05,178.5,8.99,1.71,5,27
1345840070,Fri Aug 24 21:27:50 2012,0x0204,45.5413404,-122.7338013,224.48,1.99,172.5,8.99,1.71,5,27
1345840071,Fri Aug 24 21:27:51 2012,0x0204,45.5413164,-122.7337869,224.48,1.63,171,8.99,1.71,5,27
1345840072,Fri Aug 24 21:27:52 2012,0x0204,45.5412892,-122.7337741,224.32,1.36,148.5,8.99,1.71,5,27
1345840073,Fri Aug 24 21:27:53 2012,0x0204,45.5412668,-122.7337549,224.64,1.95,144,8.99,1.71,5,27
1345840074,Fri Aug 24 21:27:54 2012,0x0204,45.5412364,-122.7337421,224.96,1.91,166.5,8.99,1.71,5,27
1345840075,Fri Aug 24 21:27:55 2012,0x0204,45.541198,-122.7337389,225.28,2.15,178.5,8.99,1.79,5,27
1345840076,Fri Aug 24 21:27:56 2012,0x0204,45.5411708,-122.7337309,225.6,1.46,183,8.99,1.79,5,27
1345840077,Fri Aug 24 21:27:57 2012,0x0204,45.5411404,-122.7337181,225.6,2.4,165,8.99,1.79,5,27
1345840078,Fri Aug 24 21:27:58 2012,0x0204,45.5411052,-122.7337021,225.6,2.48,157.5,9.44,1.79,5,27
1345840079,Fri Aug 24 21:27:59 2012,0x0204,45.5410668,-122.7336941,225.92,2.66,163.5,8.56,1.79,5,27
1345840080,Fri Aug 24 21:28:00 2012,0x0204,45.5410316,-122.7336925,226.08,2.18,184.5,8.99,1.79,5,27
1345840081,Fri Aug 24 21:28:01 2012,0x0204,45.5409932,-122.7336909,226.72,2.85,183,8.99,1.79,5,28
1345840082,Fri Aug 24 21:28:02 2012,0x0204,45.540958,-122.7336861,227.36,2.29,172.5,8.99,1.79,5,30
1345840083,Fri Aug 24 21:28:03 2012,0x0204,45.5409244,-122.7336893,227.68,2.43,193.5,8.56,1.79,5,28
1345840084,Fri Aug 24 21:28:04 2012,0x0204,45.5408908,-122.7336973,228.16,2.9,199.5,8.56,1.79,5,28
1345840085,Fri Aug 24 21:28:05 2012,0x0204,45.5408556,-122.7337037,228.64,2.58,190.5,8.56,1.79,5,28
1345840086,Fri Aug 24 21:28:06 2012,0x0204,45.5408236,-122.7337165,229.12,2.53,196.5,8.56,1.79,5,28
1345840087,Fri Aug 24 21:28:07 2012,0x0204,45.5407932,-122.7337389,229.44,2.33,205.5,7.76,1.79,5,28
1345840088,Fri Aug 24 21:28:08 2012,0x0204,45.5407756,-122.7337693,229.92,1.55,253.5,8.15,1.79,5,30
1345840089,Fri Aug 24 21:28:09 2012,0x0204,45.5407708,-122.7338109,229.76,1.46,279,8.15,1.79,5,30
1345840090,Fri Aug 24 21:28:10 2012,0x0204,45.5407772,-122.7338461,229.6,2.07,307.5,8.99,1.79,5,30
1345840091,Fri Aug 24 21:28:11 2012,0x0204,45.5407852,-122.7338733,229.6,1.42,307.5,8.99,1.79,5,27
1345840092,Fri Aug 24 21:28:12 2012,0x0204,45.540798,-122.7339021,229.44,1.66,306,8.99,1.79,5,27
1345840093,Fri Aug 24 21:28:13 2012,0x0204,45.5408044,-122.7339421,229.44,1.87,279,8.99,1.79,5,27
1345840094,Fri Aug 24 21:28:14 2012,0x0204,45.5408108,-122.7339789,229.28,1.99,285,8.99,1.79,5,27
1345840095,Fri Aug 24 21:28:15 2012,0x0204,45.5408172,-122.7340237,229.12,2.93,268.5,8.99,1.79,5,27
1345840096,Fri Aug 24 21:28:16 2012,0x0204,45.5408252,-122.7340813,229.44,3.24,288,8.99,1.79,5,25
1345840097,Fri Aug 24 21:28:17 2012,0x0204,45.5408396,-122.7341309,229.76,2.24,304.5,9.44,1.79,5,25
